,unique,total,organic,robotic,"robotic,organic",organic__total,robotic__total,"robotic,organic__total",-,Apache-HttpClient,Apache-Jena-ARQ,Asparagus/Asparagus 0.1,BeeMusic.Importer (https://beemusic.kantarmedia.fr/; *),C++ WikiAPI,GuzzleHttp,Jakarta Commons-HttpClient/3.1,Java/1.6.0,Java/1.7.0,Java/1.8.0,Jersey/2.22.1 (HttpUrlConnection 1.8.0_45),Magnus labs tools,Mechanize/2.7.5 Ruby/2.2.7p470 (http://github.com/sparklemotion/mechanize/),MediaWiki/1.30.0-wmf.*,MovieGuide-wikidata/0.1,PBB_core fastrun,PetScan,Python-httplib2,Python-urllib,Pywikibot/3.0-dev,QueryBot/0.1,Ruby,SQID Python Helper,WikidataR - https://github.com/Ironholds/WikidataR,YTCleaner,__find_genus,__match_or_create_species,__match_taxon,automatch,auxiliary_matcher,awarder,axios,beaTunes,beacon,bot_commons,botanists,browser,coords2json,curl,fix_items,https://github.com/bearloga/WikidataQueryServiceR,images_on_wikidata_not_wikipedia,jgonsior-tree,kartotherian-geoshapes/0.0.10 (https://mediawiki.org/Maps),microsync,misc,missing_wp_animal_audio,new_resolve_authors,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),okhttp/3.4.1,orcid_bot,orcidator,osm-wikidata/0.1 (https://github.com/EdwardBetts/osm-wikidata; *),other,python-requests,query,resolver,rest-client2.0.* (*) ruby/*,sparqlwrapper * (rdflib.github.io/sparqlwrapper),taxon_matcher,testing,thorough_name_match,translate_items_with_property,update_dynamic,wd_edit_stats,wdq_image_feed,-__total,Apache-HttpClient__total,Apache-Jena-ARQ__total,Asparagus/Asparagus 0.1__total,BeeMusic.Importer (https://beemusic.kantarmedia.fr/; *)__total,C++ WikiAPI__total,GuzzleHttp__total,Jakarta Commons-HttpClient/3.1__total,Java/1.6.0__total,Java/1.7.0__total,Java/1.8.0__total,Jersey/2.22.1 (HttpUrlConnection 1.8.0_45)__total,Magnus labs tools__total,Mechanize/2.7.5 Ruby/2.2.7p470 (http://github.com/sparklemotion/mechanize/)__total,MediaWiki/1.30.0-wmf.*__total,MovieGuide-wikidata/0.1__total,PBB_core fastrun__total,PetScan__total,Python-httplib2__total,Python-urllib__total,Pywikibot/3.0-dev__total,QueryBot/0.1__total,Ruby__total,SQID Python Helper__total,WikidataR - https://github.com/Ironholds/WikidataR__total,YTCleaner__total,__find_genus__total,__match_or_create_species__total,__match_taxon__total,automatch__total,auxiliary_matcher__total,awarder__total,axios__total,beaTunes__total,beacon__total,bot_commons__total,botanists__total,browser__total,coords2json__total,curl__total,fix_items__total,https://github.com/bearloga/WikidataQueryServiceR__total,images_on_wikidata_not_wikipedia__total,jgonsior-tree__total,kartotherian-geoshapes/0.0.10 (https://mediawiki.org/Maps)__total,microsync__total,misc__total,missing_wp_animal_audio__total,new_resolve_authors__total,node-fetch/1.0 (+https://github.com/bitinn/node-fetch)__total,okhttp/3.4.1__total,orcid_bot__total,orcidator__total,osm-wikidata/0.1 (https://github.com/EdwardBetts/osm-wikidata; *)__total,other__total,python-requests__total,query__total,resolver__total,rest-client2.0.* (*) ruby/*__total,sparqlwrapper * (rdflib.github.io/sparqlwrapper)__total,taxon_matcher__total,testing__total,thorough_name_match__total,translate_items_with_property__total,update_dynamic__total,wd_edit_stats__total,wdq_image_feed__total
P3110,147,306,,147.0,,,306.0,,4.0,,63.0,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,66.0,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P444,147,174,42.0,105.0,,56.0,118.0,,8.0,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,8.0,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,11.0,,,,,1.0,,,,,,,
P1463,146,1378,,146.0,,,1378.0,,4.0,,60.0,,,8.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,4.0,,61.0,,,148.0,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,366.0,,,,,,,,,,,,,,,,,,,,6.0,747.0,,,,,,,,,,,
P405,146,896,86.0,60.0,,143.0,753.0,,4.0,,47.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,157.0,,,,,,,,,,581.0,,,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,
P2680,146,360,,146.0,,,360.0,,6.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,68.0,,,,,,,,,,,,6.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,272.0,,,,,,,,,,,
P3863,146,354,5.0,141.0,,5.0,349.0,,8.0,,70.0,,,12.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,8.0,,70.0,,,150.0,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,9.0,2.0,,,,,,,,,,,
P3884,146,317,,146.0,,,317.0,,6.0,,62.0,,,12.0,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,62.0,,,150.0,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P2250,146,221,1.0,145.0,,1.0,220.0,,12.0,,96.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,14.0,,,,19.0,,,,,,,,12.0,,96.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,8.0,42.0,,,,56.0,,,,,,,
P2112,146,189,,146.0,,,189.0,,14.0,,111.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,17.0,,,,,,,,14.0,,111.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,48.0,,,,,,,
P210,146,183,5.0,141.0,,5.0,178.0,,6.0,,127.0,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,6.0,,151.0,,,,,,,,,,,,,,3.0,,,,6.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,10.0,2.0,,,,,,,,,,,
P638,145,2367,23.0,122.0,,32.0,2335.0,,6.0,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,45.0,,,23.0,,,,,,,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,6.0,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,,,,244.0,,,32.0,,,,,,,,,,,,,,,,,11.0,,,,,4.0,,,,,,,
P1650,145,1855,,145.0,,,1855.0,,6.0,,59.0,,,10.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,6.0,,59.0,,,148.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,869.0,,,,,,,,,,,,,,,,,,,,8.0,747.0,,,,,,,,,,,
P2909,145,1562,,145.0,,,1562.0,,4.0,,56.0,,,10.0,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,2.0,,,,,,,,4.0,,56.0,,,148.0,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,,,,,,8.0,747.0,,,,2.0,,,,,,,
P2798,145,1078,,145.0,,,1078.0,,4.0,,56.0,,,8.0,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,2.0,,,,,,,,4.0,,56.0,,,148.0,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,747.0,,,,2.0,,,,,,,
P2852,145,1038,17.0,128.0,,40.0,998.0,,4.0,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,8.0,,,,,,,,4.0,,239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,4.0,,,,8.0,,,,,743.0,,,,,,,
P3547,145,322,4.0,141.0,,6.0,316.0,,8.0,,70.0,,,8.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,5.0,,,,,,,,8.0,,70.0,,,150.0,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,9.0,,,,,7.0,,,,,,,
P1557,145,223,58.0,85.0,2.0,88.0,127.0,8.0,4.0,,70.0,,,,,,,,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,4.0,,,,2.0,,,,,2.0,,,,,,,,4.0,,100.0,,,,,,,,4.0,,2.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,5.0,,,,8.0,,,,,4.0,,,,,,,
P398,144,2827,20.0,123.0,1.0,24.0,2798.0,5.0,6.0,4.0,72.0,,,,,,,,7.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,5.0,,,,2.0,18.0,,,,8.0,,,,,,,,6.0,8.0,171.0,,,,,,,,16.0,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,10.0,,,,10.0,2560.0,,,,10.0,,,,,,,
P3159,144,1155,3.0,141.0,,3.0,1152.0,,8.0,,76.0,,,10.0,,,,,,,1.0,,34.0,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,2.0,9.0,,,,,,,,,,,,8.0,,76.0,,,148.0,,,,,,,84.0,,52.0,,,84.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,29.0,,,,,,,,,8.0,747.0,,,,,,,,,,,
P2641,144,1039,1.0,143.0,,1.0,1038.0,,6.0,,76.0,,,8.0,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,6.0,,76.0,,,148.0,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,9.0,747.0,,,,,,,,,,,
P814,144,686,3.0,141.0,,6.0,680.0,,6.0,,124.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,8.0,,,,,,,,6.0,,125.0,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,11.0,,,,,455.0,,,,,,,
P3220,144,445,,144.0,,,445.0,,8.0,,74.0,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16.0,,,,2.0,,,,,,,,8.0,,85.0,,,,,,,,,,,,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,48.0,,,,2.0,,,,,,,
P3546,144,319,4.0,140.0,,6.0,313.0,,8.0,,70.0,,,8.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,8.0,,70.0,,,150.0,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,9.0,,,,,4.0,,,,,,,
P547,143,1909,26.0,117.0,,1300.0,609.0,,8.0,,81.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,2.0,,,,2.0,21.0,,,,2.0,,,,,,,,8.0,,483.0,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,,,,,,,,,,,,,2.0,,,,8.0,21.0,,,,4.0,,,,,,,
P497,143,1350,,143.0,,,1350.0,,6.0,,62.0,,,,,,,,,,1.0,,58.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,2.0,10.0,,,,,,,,,,,,6.0,,62.0,,,,,,,,,,83.0,,116.0,,,,,,,,,,,,,,,,,,,,294.0,,,,,,,,,,,30.0,,,,,,,,,10.0,749.0,,,,,,,,,,,
P3448,143,1140,19.0,123.0,1.0,27.0,1101.0,12.0,6.0,,66.0,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,1.0,,,,3.0,18.0,,,,6.0,,,,,,,,6.0,,278.0,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,1.0,,,,20.0,756.0,,,,6.0,,,,,,,
P1818,143,1119,11.0,132.0,,14.0,1105.0,,4.0,,59.0,,,8.0,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,3.0,,,11.0,,,,,,,,1.0,,,,,,,,,2.0,9.0,,,,,,,,,,,,4.0,,59.0,,,148.0,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,48.0,,,14.0,,,,,,,,19.0,,,,,,,,,8.0,747.0,,,,,,,,,,,
P2973,143,1060,1.0,142.0,,1.0,1059.0,,4.0,,62.0,,,10.0,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,9.0,,,,,,,,,,,,4.0,,62.0,,,148.0,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,15.0,,,,,,,,,9.0,747.0,,,,,,,,,,,
P1669,143,745,1.0,142.0,,1.0,744.0,,6.0,,71.0,,,10.0,,,,,,,,,38.0,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,12.0,,,,,,,,6.0,,72.0,,,148.0,,,,,,,,,112.0,,,,,328.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,32.0,,,,,,,,,16.0,,,,,30.0,,,,,,,
P593,143,481,,143.0,,,481.0,,8.0,,73.0,,,10.0,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,9.0,,73.0,,,148.0,,,,,,,,,,,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0,,,,,,,,,,,
P1694,143,430,,143.0,,,430.0,,6.0,,70.0,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,,,,,,,,,,,,6.0,,70.0,,,,,,,,,,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,42.0,,,,,,,,,,,
P790,143,361,11.0,132.0,,17.0,344.0,,6.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,2.0,54.0,,,,,,,,,,,,6.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,10.0,248.0,,,,,,,,,,,
P1622,143,296,34.0,109.0,,38.0,258.0,,4.0,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,8.0,,,,,,,,4.0,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,4.0,,,,8.0,,,,,125.0,,,,,,,
P2808,143,188,,143.0,,,188.0,,12.0,,108.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,19.0,,,,,,,,12.0,,108.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,56.0,,,,,,,
P4042,143,180,5.0,138.0,,5.0,175.0,,6.0,,56.0,,,,,,,,,,1.0,,72.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,56.0,,,,,,,,,,1.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,15.0,,,,,,,,,7.0,,,,,,,,,,,,
P693,143,151,1.0,142.0,,1.0,150.0,,8.0,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,6.0,,,,,,,,8.0,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,10.0,,,,,6.0,,,,,,,
P1652,142,5039,4.0,137.0,1.0,4.0,5032.0,3.0,6.0,,72.0,,,,,,,,,,,,46.0,,,2.0,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,2.0,,,,,10.0,,,,,,,,6.0,,72.0,,,,,,,,,,,,110.0,,,5.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,8.0,,,,,4834.0,,,,,,,
P1935,142,1549,,142.0,,,1549.0,,6.0,,59.0,,,8.0,,,,,,,1.0,,10.0,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,1.0,,,,,,,,,2.0,9.0,,,,,,,,,,,,6.0,,59.0,,,148.0,,,,,,,83.0,,16.0,,,,,,,,,,,,,,,,,,,,442.0,,,,,,,,,,,42.0,,,,,,,,,6.0,747.0,,,,,,,,,,,
P1853,142,1375,37.0,105.0,,39.0,1336.0,,7.0,,63.0,2.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,4.0,,,,2.0,9.0,,,,13.0,,,,,,,,8.0,,68.0,40.0,,,,,,,,,415.0,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,5.0,,,,8.0,747.0,,,,45.0,,,,,,,
P2087,142,1160,1.0,141.0,,1.0,1159.0,,8.0,,72.0,,,8.0,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,8.0,,72.0,,,148.0,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,8.0,747.0,,,,,,,,,,,
P1553,142,1144,,142.0,,,1144.0,,4.0,,59.0,,,8.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,4.0,,59.0,,,142.0,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,747.0,,,,,,,,,,,
P1746,142,539,,142.0,,,539.0,,4.0,,59.0,,,10.0,,,,,,,1.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,4.0,,59.0,,,148.0,,,,,,,166.0,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
P3943,142,402,,142.0,,,402.0,,6.0,,57.0,,,12.0,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,6.0,,57.0,,,152.0,,,,,,,,,178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,1.0,,,,,,,
P3720,142,371,,142.0,,,371.0,,6.0,,56.0,,,8.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,56.0,,,150.0,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
P3296,142,308,41.0,101.0,,47.0,261.0,,6.0,,56.0,,,8.0,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,6.0,,56.0,,,150.0,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,8.0,3.0,,,,,,,,,,,
P1906,141,861,10.0,131.0,,11.0,850.0,,6.0,,118.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,2.0,,,,,,,,6.0,,832.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,1.0,,,,7.0,,,,,2.0,,,,,,,
P3293,141,402,,141.0,,,402.0,,8.0,,74.0,,,8.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,8.0,,74.0,,,150.0,,,,,,,,,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,9.0,,,,,,,,,,,,
P2967,141,379,,141.0,,,379.0,,6.0,,70.0,,,10.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,47.0,,,,,,,,,,,,6.0,,70.0,,,148.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,137.0,,,,,,,,,,,
P504,141,335,36.0,105.0,,54.0,281.0,,6.0,,83.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,1.0,,,,2.0,,,,,10.0,,,,,,,,6.0,,99.0,,,,,,,,10.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,1.0,,,,11.0,,,,,152.0,,,,,,,
P3211,141,295,4.0,137.0,,4.0,291.0,,8.0,,70.0,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,8.0,,70.0,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,9.0,84.0,,,,,,,,,,,
P1125,141,236,1.0,140.0,,1.0,235.0,,8.0,,93.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,8.0,,,,27.0,,,,,,,,8.0,,94.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,10.0,24.0,,,,93.0,,,,,,,
P2012,141,223,8.0,133.0,,30.0,193.0,,8.0,,66.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,2.0,46.0,,,,8.0,,,,,,,,8.0,,66.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,7.0,99.0,,,,10.0,,,,,,,
P562,141,206,15.0,125.0,1.0,23.0,180.0,3.0,6.0,,60.0,,,,,,,,,,,,56.0,,,2.0,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6.0,,74.0,,,,,,,,,,,,88.0,,,5.0,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,
P1992,140,1582,,140.0,,,1582.0,,6.0,,56.0,,,8.0,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,14.0,,,,,,,,6.0,,56.0,,,148.0,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1261.0,,,,14.0,,,,,,,
P2941,140,1106,,140.0,,,1106.0,,4.0,,62.0,,,10.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,9.0,,3.0,,1.0,,,,,,,,4.0,,62.0,,,148.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,9.0,747.0,,3.0,,1.0,,,,,,,
P3746,140,351,3.0,137.0,,3.0,348.0,,10.0,,70.0,,,10.0,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,10.0,,70.0,,,150.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,42.0,,,,,,,,,6.0,,,,,,,,,,,,
P1299,140,210,14.0,126.0,,15.0,195.0,,4.0,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,2.0,,,,2.0,61.0,,,,1.0,,,,,,,,4.0,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,2.0,,,,8.0,122.0,,,,3.0,,,,,,,
P1779,140,190,11.0,129.0,,14.0,176.0,,2.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,2.0,67.0,,,,6.0,,,,,,,,2.0,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,10.0,106.0,,,,6.0,,,,,,,
P3039,140,173,,140.0,,,173.0,,12.0,,108.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,15.0,,,,,,,,12.0,,108.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,,,,38.0,,,,,,,
P2338,139,1139,,139.0,,,1139.0,,6.0,,64.0,,,12.0,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,1.0,,,,6.0,,121.0,,,148.0,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,747.0,,,,,,,,3.0,,,
P3162,139,1119,,139.0,,,1119.0,,8.0,,70.0,,,10.0,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,8.0,,70.0,,,148.0,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,747.0,,,,,,,,,,,
